iter	Logloss
476	0.2814502801
477	0.2813442209
478	0.2812187962
479	0.281130039
480	0.2810268957
481	0.2809351656
482	0.2808311263
483	0.2807296819
484	0.2806583503
485	0.280567483
486	0.2804602862
487	0.280346702
488	0.2802334138
489	0.2801174343
490	0.2799992839
491	0.2798895364
492	0.2797591713
493	0.2796693049
494	0.2795523637
495	0.279464479
496	0.2793706867
497	0.279266031
498	0.2791663663
499	0.2790512767
500	0.2789347789
501	0.2788254166
502	0.2787319856
503	0.2786281212
504	0.2785149539
505	0.2783843014
506	0.2782890825
507	0.2782033147
508	0.2781092791
509	0.2780087401
510	0.2778958119
511	0.2777870779
512	0.2776795562
513	0.2775948755
514	0.2774947466
515	0.2773857644
516	0.2772855847
517	0.2771758519
518	0.2770808591
519	0.2769711873
520	0.2768553837
521	0.2767605481
522	0.2766655948
523	0.2765293445
524	0.2764339688
525	0.2763184516
526	0.2762268216
527	0.2760989404
528	0.2760207749
529	0.27593439
530	0.2758291499
531	0.2757319045
532	0.2756228046
533	0.2755060994
534	0.2753720966
535	0.2752810604
536	0.2751828368
537	0.2750743056
538	0.2749673786
539	0.2748456076
540	0.274762067
541	0.2746689946
542	0.2745769836
543	0.2744580161
544	0.2743660453
545	0.2742591894
546	0.2741819568
547	0.2740797726
548	0.2739872837
549	0.2738757779
550	0.2737806679
551	0.2736656441
552	0.2735823097
553	0.2734481145
554	0.2733396742
555	0.2732096963
556	0.2731179234
557	0.2730299011
558	0.272935296
559	0.2728327453
560	0.2727347194
561	0.272633475
562	0.2725417161
563	0.2724401523
564	0.2723375473
565	0.2722490778
566	0.2721527101
567	0.2720392811
568	0.271939328
569	0.2718827919
570	0.271784858
571	0.2716964761
572	0.2715910647
573	0.2715106267
574	0.2714225863
575	0.2713437967
576	0.2712429814
577	0.2711345263
578	0.2710579653
579	0.2709734197
580	0.270862849
581	0.2707656524
582	0.2706790819
583	0.2705897819
584	0.2704670016
585	0.2703816209
586	0.270290143
587	0.270180132
588	0.2700896676
589	0.2700130291
590	0.2699064833
591	0.2697904936
592	0.2696729414
593	0.2695987932
594	0.2695212434
595	0.2694212294
596	0.269302613
597	0.2692137771
598	0.2691351297
599	0.2690282647
600	0.2689121967
601	0.2688109696
602	0.2687177919
603	0.2686308754
604	0.268536754
605	0.2684284501
606	0.2683594266
607	0.2682496382
608	0.2681785506
609	0.2680942572
610	0.2680077703
611	0.2678950257
612	0.2677964745
613	0.2676998487
614	0.2675910463
615	0.2674894596
616	0.2673952178
617	0.2673147325
618	0.2672341947
619	0.2671421935
620	0.2670757669
621	0.2669819312
622	0.266872496
623	0.2667875385
624	0.2667131635
625	0.2666242679
626	0.26650702
627	0.2664005422
628	0.2663132969
629	0.2662134203
630	0.2661340174
631	0.2660299881
632	0.2659383078
633	0.2658326637
634	0.2657536685
635	0.265650103
636	0.2655691493
637	0.2654861568
638	0.2654153527
639	0.2653286334
640	0.2652281488
641	0.2651254037
642	0.2650330436
643	0.2649453134
644	0.2648636993
645	0.2647584793
646	0.2646613267
647	0.2645848791
648	0.2644690607
649	0.2643701527
650	0.2642979393
651	0.2642212338
652	0.2641111588
653	0.2640155961
654	0.2639331017
655	0.2638570865
656	0.2637755872
657	0.2636704096
658	0.2635928593
659	0.2634924752
660	0.2634100101
661	0.26331404
662	0.2632033199
663	0.263112392
664	0.2630387542
665	0.2629387657
666	0.2628316669
667	0.2627127303
668	0.262632548
669	0.2625243009
670	0.2624294461
671	0.2623745615
672	0.2622602938
673	0.262160661
674	0.262056154
675	0.2619677495
676	0.2618667627
677	0.2618073008
678	0.2617464828
679	0.2616490497
680	0.2615596252
681	0.2614540468
682	0.2613568312
683	0.2612843707
684	0.261175949
685	0.2610809282
686	0.2610156842
687	0.2609282013
688	0.2608572373
689	0.2607726044
690	0.2606930411
691	0.2606113107
692	0.2605203601
693	0.2604278346
694	0.260345721
695	0.2602580112
696	0.2601833411
697	0.2600917195
698	0.2600027824
699	0.2599208833
700	0.2598373704
701	0.259747037
702	0.2596655673
703	0.2595772077
704	0.2594704683
705	0.2593981903
706	0.259322575
707	0.2592232195
708	0.2591475235
709	0.2590627232
710	0.2589541623
711	0.2588669068
712	0.2587795837
713	0.2586926678
714	0.258610541
715	0.2585043719
716	0.2583903807
717	0.2582996861
718	0.2582246908
719	0.2581327985
720	0.2580468772
721	0.2579523263
722	0.2578606012
723	0.2577434759
724	0.2576934274
725	0.2576174603
726	0.2575244245
727	0.2574252477
728	0.2573385647
729	0.2572604348
730	0.2571735072
731	0.2570689702
732	0.25698866
733	0.2568837788
734	0.2568237082
735	0.2567181121
736	0.2566438495
737	0.2565724343
738	0.2565180467
739	0.2564454097
740	0.2563495721
741	0.2562678049
742	0.2561627269
743	0.2560679807
744	0.2559842867
745	0.2559002588
746	0.2558232371
747	0.2557022621
748	0.2556020429
749	0.2555129152
750	0.2554446431
751	0.2553648264
752	0.2552909163
753	0.2551849185
754	0.2551169535
755	0.2550299793
756	0.2549354937
757	0.2548670231
758	0.2547764229
759	0.2547229708
760	0.2546471774
761	0.254570749
762	0.2544524363
763	0.2543759513
764	0.2543021427
765	0.2542336149
766	0.2541626753
767	0.2540573108
768	0.2539988902
769	0.2539057589
770	0.2538276836
771	0.253763332
772	0.2536951645
773	0.2536293338
774	0.2535589437
775	0.253486294
776	0.2533991589
777	0.2533057245
778	0.2532020227
779	0.2531253173
780	0.2530367475
781	0.252942745
782	0.2528528187
783	0.2527572333
784	0.2526795217
785	0.2525983182
786	0.2525226726
787	0.2524475776
788	0.252358177
789	0.252249012
790	0.2521605566
791	0.2520902105
792	0.2519995157
793	0.2519202022
794	0.2518362822
795	0.2517473426
796	0.2516616388
797	0.2515652568
798	0.2514871227
799	0.2513805805
800	0.2512922896
801	0.2511961272
802	0.2511145971
803	0.2510340275
804	0.2509628963
805	0.2508853661
806	0.2508063749
807	0.2506897518
808	0.2506111178
809	0.2505060065
810	0.2504155588
811	0.2503475846
812	0.2502925782
813	0.2502291647
814	0.2501454296
815	0.250053145
816	0.2499740808
817	0.2498788848
818	0.2497995008
819	0.2497387314
820	0.2496584407
821	0.2495680897
822	0.2494761751
823	0.2493910304
824	0.2493131111
825	0.2492322026
826	0.2491405859
827	0.2490883735
828	0.2489902331
829	0.2488866048
830	0.2487840608
831	0.248710351
832	0.2486323232
833	0.248561158
834	0.2484917077
835	0.2483993638
836	0.2483341659
837	0.2482439817
838	0.2481735286
839	0.2480973478
840	0.2480141383
841	0.2479383542
842	0.2478482248
843	0.2477609726
844	0.2476625045
845	0.2475706027
846	0.2475202226
847	0.2474286965
848	0.2473451215
849	0.2472625001
850	0.2471726351
851	0.2471000427
852	0.2470404621
853	0.2469752787
854	0.2468974415
855	0.2468004139
856	0.2467126285
857	0.246627353
858	0.246547805
859	0.2464744412
860	0.246411316
861	0.2463506318
862	0.2462862101
863	0.2461961273
864	0.2461000087
865	0.2460243365
866	0.2459696365
867	0.2459031973
868	0.2458392133
869	0.2457705334
870	0.2456707259
871	0.2456033408
872	0.2455424621
873	0.2454729266
874	0.2453813512
875	0.2453046874
876	0.2452259712
877	0.2451216126
878	0.2450343761
879	0.2449704468
880	0.2449042875
881	0.2448569055
882	0.244753942
883	0.2446862482
884	0.2446042319
885	0.2445376727
886	0.2444725066
887	0.2443956621
888	0.2443298221
889	0.2442456922
890	0.2441798049
891	0.2440958814
892	0.2440085023
893	0.2439211066
894	0.243866878
895	0.2437849127
896	0.2437057232
897	0.2436190423
898	0.2435173727
899	0.2434338577
900	0.2433326512
901	0.2432754541
902	0.2431920128
903	0.2431249789
904	0.2430599312
905	0.2429690263
906	0.2428969221
907	0.2428495354
908	0.2427256458
909	0.2426407795
910	0.2425583086
911	0.2424941591
912	0.2424127086
913	0.2423446469
914	0.242254753
915	0.2421809327
916	0.2421277419
917	0.2420440915
918	0.241975985
919	0.2418932273
920	0.2418246251
921	0.2417411523
922	0.2416885826
923	0.2416267847
924	0.2415483452
925	0.2414514525
926	0.2413788291
927	0.2413251668
928	0.2412432506
929	0.2411616316
930	0.2410794708
931	0.2409981286
932	0.2409128723
933	0.2408571942
934	0.240783017
935	0.2407068605
936	0.2406391497
937	0.240571421
938	0.2404968773
939	0.2404333969
940	0.2403421147
941	0.2402813928
942	0.2402069015
943	0.2401368989
944	0.2400418429
945	0.2399469913
946	0.2398848559
947	0.2398015469
948	0.239708034
949	0.239647723
950	0.2395790223
951	0.2395039476
952	0.2394359224
953	0.2393548607
954	0.2392733958
955	0.2392111442
956	0.2391594965
957	0.239093581
958	0.2390408328
959	0.2389583301
960	0.2388975835
961	0.238830064
962	0.2387581596
963	0.2386793902
964	0.2386400885
965	0.2385882133
966	0.2385410207
967	0.2384797556
968	0.238398972
969	0.238316771
970	0.2382328287
971	0.2381463754
972	0.2380690458
973	0.2379717845
974	0.2378937062
975	0.2378433043
976	0.2377649905
977	0.2376916293
978	0.2376028107
979	0.2374928455
980	0.2374362399
981	0.2373732181
982	0.2373218054
983	0.2372178164
984	0.2371549006
985	0.2370771464
986	0.2370221155
987	0.2369503322
988	0.2368823979
989	0.2368232381
990	0.2367772265
991	0.2366906687
992	0.2366246985
993	0.2365410661
994	0.2364981404
995	0.236414337
996	0.2363224914
997	0.2362035015
998	0.2361200813
999	0.236055071
